phase,source_url,image_url,source_file,alt,width,height,loading,format,bytes,exists,srcset,sizes,responsive_candidates,responsive_missing,issues
baseline,https://docs.kujolang.ai/tools/lens/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/lens/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/mcp/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/mcp/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/muzzle/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/muzzle/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/packwrite/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/packwrite/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/paperclip/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/paperclip/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/patchbrief/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/patchbrief/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/presswire/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/presswire/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/rag/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/rag/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/readersignal/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/readersignal/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/redact/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/redact/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/relay/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/relay/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/runledger/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/runledger/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/scent/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/scent/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/scout/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/scout/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/searchbridge/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/searchbridge/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/shipcheck/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/shipcheck/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/site-kit/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/site-kit/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/siteprobe/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/siteprobe/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/source/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/source/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/spec/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/spec/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/storydesk/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/storydesk/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/tribunal/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/tribunal/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/versionseal/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/versionseal/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/ward/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/ward/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/watchdog/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/watchdog/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/workcell/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
baseline,https://docs.kujolang.ai/tools/workcell/,https://docs.kujolang.ai/assets/img/kujo-logomark-black.svg,assets/img/kujo-logomark-black.svg,,32,32,,svg,867,True,,,0,0,
